coc_number,coc_name,year,overall_homeless,overall_homeless_individuals,overall_homeless_people_in_families,overall_homeless_family_households,overall_chronically_homeless_individuals,sheltered_es_homeless,sheltered_es_homeless_individuals,sheltered_es_homeless_people_in_families,sheltered_es_homeless_family_households,sheltered_th_homeless,sheltered_th_homeless_individuals,sheltered_th_homeless_people_in_families,sheltered_th_homeless_family_households,sheltered_total_homeless,sheltered_total_homeless_individuals,sheltered_total_homeless_people_in_families,sheltered_total_homeless_family_households,sheltered_total_chronically_homeless_individuals,unsheltered_homeless,unsheltered_homeless_individuals,unsheltered_homeless_people_in_families,unsheltered_homeless_family_households,unsheltered_chronically_homeless_individuals
FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",2015,731.0,486.0,245.0,71.0,36.0,191.0,75.0,116.0,37.0,76.0,72.0,4.0,2.0,267.0,147.0,120.0,39.0,9.0,464.0,339.0,125.0,32.0,27.0
FL-600,Miami-Dade County CoC,2015,4152.0,2720.0,1432.0,410.0,486.0,1669.0,1087.0,582.0,172.0,1450.0,600.0,850.0,238.0,3145.0,1713.0,1432.0,410.0,134.0,1007.0,1007.0,0.0,0.0,352.0
FL-601,Ft Lauderdale/Broward County CoC,2015,2615.0,2099.0,516.0,160.0,427.0,874.0,760.0,114.0,34.0,888.0,510.0,378.0,117.0,1796.0,1304.0,492.0,151.0,135.0,819.0,795.0,24.0,9.0,292.0
FL-602,Punta Gorda/Charlotte County CoC,2015,562.0,313.0,249.0,84.0,135.0,59.0,16.0,43.0,9.0,101.0,55.0,46.0,12.0,162.0,73.0,89.0,21.0,4.0,400.0,240.0,160.0,63.0,131.0
FL-603,"Ft Myers, Cape Coral/Lee County CoC",2015,614.0,520.0,94.0,31.0,171.0,223.0,163.0,60.0,20.0,77.0,73.0,4.0,2.0,300.0,236.0,64.0,22.0,37.0,314.0,284.0,30.0,9.0,134.0
FL-604,Monroe County CoC,2015,615.0,562.0,53.0,19.0,148.0,191.0,165.0,26.0,9.0,110.0,95.0,15.0,6.0,301.0,260.0,41.0,15.0,30.0,314.0,302.0,12.0,4.0,118.0
FL-605,West Palm Beach/Palm Beach County CoC,2015,1421.0,1220.0,201.0,59.0,448.0,306.0,196.0,110.0,30.0,275.0,237.0,38.0,12.0,596.0,448.0,148.0,42.0,24.0,825.0,772.0,53.0,17.0,424.0
FL-606,Naples/Collier County CoC,2015,389.0,293.0,96.0,33.0,36.0,211.0,153.0,58.0,20.0,134.0,96.0,38.0,13.0,345.0,249.0,96.0,33.0,22.0,44.0,44.0,0.0,0.0,14.0
GA-500,Atlanta CoC,2015,4317.0,3752.0,565.0,187.0,765.0,1688.0,1399.0,289.0,103.0,1592.0,1322.0,270.0,81.0,3280.0,2721.0,559.0,184.0,400.0,1037.0,1031.0,6.0,3.0,365.0
GA-501,Georgia Balance of State CoC,2015,5797.0,3383.0,2414.0,691.0,844.0,1248.0,557.0,691.0,261.0,1031.0,94.0,937.0,237.0,2279.0,651.0,1628.0,498.0,87.0,3518.0,2732.0,786.0,193.0,757.0
GA-502,Fulton County CoC,2015,473.0,272.0,201.0,73.0,22.0,137.0,60.0,77.0,30.0,283.0,166.0,117.0,41.0,420.0,226.0,194.0,71.0,9.0,53.0,46.0,7.0,2.0,13.0
GA-503,Athens-Clarke County CoC,2015,226.0,188.0,38.0,11.0,32.0,127.0,92.0,35.0,10.0,8.0,5.0,3.0,1.0,135.0,97.0,38.0,11.0,5.0,91.0,91.0,0.0,0.0,27.0
GA-504,Augusta-Richmond County CoC,2015,407.0,265.0,142.0,42.0,34.0,145.0,121.0,24.0,8.0,133.0,75.0,58.0,18.0,278.0,196.0,82.0,26.0,14.0,129.0,69.0,60.0,16.0,20.0
GA-505,Columbus-Muscogee CoC,2015,371.0,323.0,48.0,18.0,59.0,170.0,122.0,48.0,18.0,36.0,36.0,0.0,0.0,206.0,158.0,48.0,18.0,5.0,165.0,165.0,0.0,0.0,54.0
GA-506,Marietta/Cobb County CoC,2015,415.0,208.0,207.0,68.0,42.0,110.0,59.0,51.0,15.0,214.0,80.0,134.0,46.0,324.0,139.0,185.0,61.0,8.0,91.0,69.0,22.0,7.0,34.0
GA-507,Savannah/Chatham County CoC,2015,1100.0,953.0,147.0,55.0,113.0,268.0,176.0,92.0,38.0,310.0,255.0,55.0,17.0,578.0,431.0,147.0,55.0,38.0,522.0,522.0,0.0,0.0,75.0
GA-508,DeKalb County CoC,2015,684.0,358.0,326.0,91.0,83.0,91.0,10.0,81.0,25.0,396.0,154.0,242.0,65.0,487.0,164.0,323.0,90.0,2.0,197.0,194.0,3.0,1.0,81.0
GU-500,Guam CoC,2015,1280.0,306.0,974.0,180.0,27.0,73.0,9.0,64.0,14.0,14.0,14.0,0.0,0.0,87.0,23.0,64.0,14.0,0.0,1193.0,283.0,910.0,166.0,27.0
HI-500,Hawaii Balance of State CoC,2015,2717.0,1744.0,973.0,242.0,593.0,262.0,145.0,117.0,34.0,551.0,189.0,362.0,94.0,813.0,334.0,479.0,128.0,18.0,1904.0,1410.0,494.0,114.0,575.0
HI-501,Honolulu City and County CoC,2015,4903.0,2563.0,2340.0,556.0,779.0,995.0,396.0,599.0,145.0,1943.0,487.0,1456.0,340.0,2964.0,909.0,2055.0,485.0,135.0,1939.0,1654.0,285.0,71.0,644.0
IA-500,"Sioux City/Dakota, Woodbury Counties CoC",2015,276.0,113.0,163.0,49.0,26.0,89.0,66.0,23.0,5.0,176.0,36.0,140.0,44.0,265.0,102.0,163.0,49.0,25.0,11.0,11.0,0.0,0.0,1.0
IA-501,Iowa Balance of State CoC,2015,1975.0,821.0,1154.0,355.0,69.0,737.0,447.0,290.0,97.0,1139.0,279.0,860.0,257.0,1876.0,726.0,1150.0,354.0,60.0,99.0,95.0,4.0,1.0,9.0
IA-502,Des Moines/Polk County CoC,2015,830.0,567.0,263.0,92.0,106.0,399.0,295.0,104.0,34.0,338.0,179.0,159.0,58.0,737.0,474.0,263.0,92.0,62.0,93.0,93.0,0.0,0.0,44.0
ID-500,Boise/Ada County CoC,2015,755.0,611.0,144.0,46.0,82.0,451.0,349.0,102.0,33.0,223.0,185.0,38.0,11.0,674.0,534.0,140.0,44.0,59.0,81.0,77.0,4.0,2.0,23.0
ID-501,Idaho Balance of State CoC,2015,1211.0,561.0,650.0,205.0,82.0,339.0,159.0,180.0,57.0,484.0,139.0,345.0,112.0,823.0,298.0,525.0,169.0,25.0,388.0,263.0,125.0,36.0,57.0
IL-500,McHenry County CoC,2015,177.0,116.0,61.0,20.0,6.0,83.0,70.0,13.0,3.0,85.0,43.0,42.0,15.0,168.0,113.0,55.0,18.0,4.0,9.0,3.0,6.0,2.0,2.0
IL-501,"Rockford/Winnebago, Boone Counties CoC",2015,428.0,242.0,186.0,63.0,27.0,231.0,121.0,110.0,33.0,166.0,90.0,76.0,30.0,397.0,211.0,186.0,63.0,18.0,31.0,31.0,0.0,0.0,9.0
IL-502,"Waukegan, North Chicago/Lake County CoC",2015,386.0,197.0,189.0,62.0,46.0,215.0,159.0,56.0,18.0,166.0,33.0,133.0,44.0,381.0,192.0,189.0,62.0,45.0,5.0,5.0,0.0,0.0,1.0
IL-503,"Champaign, Urbana, Rantoul/Champaign County CoC",2015,163.0,125.0,38.0,12.0,5.0,10.0,10.0,0.0,0.0,143.0,105.0,38.0,12.0,153.0,115.0,38.0,12.0,0.0,10.0,10.0,0.0,0.0,5.0
IL-504,Madison County CoC,2015,168.0,38.0,130.0,39.0,12.0,50.0,18.0,32.0,10.0,94.0,5.0,89.0,27.0,144.0,23.0,121.0,37.0,5.0,24.0,15.0,9.0,2.0,7.0
IL-506,"Joliet, Bolingbrook/Will County CoC",2015,340.0,207.0,133.0,39.0,40.0,190.0,121.0,69.0,20.0,124.0,63.0,61.0,18.0,314.0,184.0,130.0,38.0,26.0,26.0,23.0,3.0,1.0,14.0
IL-507,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",2015,451.0,262.0,189.0,56.0,68.0,242.0,165.0,77.0,22.0,141.0,68.0,73.0,24.0,383.0,233.0,150.0,46.0,56.0,68.0,29.0,39.0,10.0,12.0
IL-508,"East St. Louis, Belleville/St. Clair County CoC",2015,318.0,176.0,142.0,44.0,94.0,47.0,14.0,33.0,8.0,119.0,38.0,81.0,27.0,166.0,52.0,114.0,35.0,10.0,152.0,124.0,28.0,9.0,84.0
IL-510,Chicago CoC,2015,6786.0,4592.0,2194.0,684.0,1050.0,1556.0,1394.0,162.0,51.0,3136.0,1125.0,2011.0,626.0,4731.0,2558.0,2173.0,677.0,373.0,2055.0,2034.0,21.0,7.0,677.0
IL-511,Cook County CoC,2015,895.0,528.0,367.0,126.0,106.0,414.0,298.0,116.0,41.0,356.0,105.0,251.0,85.0,785.0,418.0,367.0,126.0,81.0,110.0,110.0,0.0,0.0,25.0
IL-512,Bloomington/Central Illinois CoC,2015,619.0,238.0,381.0,155.0,48.0,446.0,172.0,274.0,116.0,98.0,28.0,70.0,24.0,565.0,221.0,344.0,140.0,32.0,54.0,17.0,37.0,15.0,16.0
IL-513,Springfield/Sangamon County CoC,2015,326.0,227.0,99.0,31.0,30.0,182.0,136.0,46.0,12.0,129.0,76.0,53.0,19.0,311.0,212.0,99.0,31.0,23.0,15.0,15.0,0.0,0.0,7.0
IL-514,DuPage County CoC,2015,672.0,290.0,382.0,131.0,54.0,204.0,138.0,66.0,20.0,438.0,122.0,316.0,111.0,642.0,260.0,382.0,131.0,50.0,30.0,30.0,0.0,0.0,4.0
IL-515,South Central Illinois CoC,2015,122.0,44.0,78.0,24.0,7.0,43.0,23.0,20.0,6.0,55.0,5.0,50.0,16.0,98.0,28.0,70.0,22.0,7.0,24.0,16.0,8.0,2.0,0.0
IL-516,Decatur/Macon County CoC,2015,238.0,170.0,68.0,23.0,67.0,107.0,93.0,14.0,5.0,92.0,41.0,51.0,17.0,199.0,134.0,65.0,22.0,48.0,39.0,36.0,3.0,1.0,19.0
IL-517,"Aurora, Elgin/Kane County CoC",2015,388.0,267.0,121.0,41.0,84.0,304.0,237.0,67.0,24.0,70.0,16.0,54.0,17.0,374.0,253.0,121.0,41.0,75.0,14.0,14.0,0.0,0.0,9.0
IL-518,"Rock Island, Moline/Northwestern Illinois CoC",2015,254.0,180.0,74.0,27.0,29.0,119.0,119.0,0.0,0.0,109.0,38.0,71.0,26.0,238.0,167.0,71.0,26.0,18.0,16.0,13.0,3.0,1.0,11.0
IL-519,West Central Illinois CoC,2015,100.0,61.0,39.0,12.0,8.0,55.0,32.0,23.0,6.0,43.0,27.0,16.0,6.0,98.0,59.0,39.0,12.0,8.0,2.0,2.0,0.0,0.0,0.0
IL-520,Southern Illinois CoC,2015,346.0,192.0,154.0,59.0,18.0,186.0,100.0,86.0,38.0,130.0,66.0,64.0,20.0,316.0,166.0,150.0,58.0,13.0,30.0,26.0,4.0,1.0,5.0
IN-502,Indiana Balance of State CoC,2015,4197.0,2685.0,1512.0,500.0,424.0,2265.0,1540.0,725.0,238.0,1435.0,662.0,773.0,259.0,3725.0,2227.0,1498.0,497.0,313.0,472.0,458.0,14.0,3.0,111.0
IN-503,Indianapolis CoC,2015,1666.0,1229.0,437.0,136.0,184.0,817.0,559.0,258.0,87.0,715.0,544.0,171.0,47.0,1555.0,1126.0,429.0,134.0,137.0,111.0,103.0,8.0,2.0,47.0
KS-502,Wichita/Sedgwick County CoC,2015,561.0,411.0,150.0,49.0,92.0,354.0,285.0,69.0,24.0,96.0,15.0,81.0,25.0,462.0,312.0,150.0,49.0,53.0,99.0,99.0,0.0,0.0,39.0
KS-503,Topeka/Shawnee County CoC,2015,405.0,260.0,145.0,49.0,76.0,287.0,187.0,100.0,33.0,85.0,40.0,45.0,16.0,372.0,227.0,145.0,49.0,50.0,33.0,33.0,0.0,0.0,26.0
KS-505,"Overland Park, Shawnee/Johnson County CoC",2015,174.0,23.0,151.0,48.0,1.0,94.0,6.0,88.0,27.0,57.0,4.0,53.0,17.0,151.0,10.0,141.0,44.0,1.0,23.0,13.0,10.0,4.0,0.0
KS-507,Kansas Balance of State CoC,2015,1208.0,642.0,566.0,167.0,129.0,564.0,333.0,231.0,70.0,529.0,203.0,326.0,93.0,1093.0,536.0,557.0,163.0,87.0,115.0,106.0,9.0,4.0,42.0
KY-500,Kentucky Balance of State CoC,2015,2119.0,1242.0,877.0,286.0,66.0,967.0,621.0,346.0,115.0,530.0,202.0,328.0,104.0,1497.0,823.0,674.0,219.0,45.0,622.0,419.0,203.0,67.0,21.0
KY-501,Louisville-Jefferson County CoC,2015,1161.0,854.0,307.0,110.0,118.0,661.0,506.0,155.0,55.0,419.0,277.0,142.0,53.0,1080.0,783.0,297.0,108.0,107.0,81.0,71.0,10.0,2.0,11.0
KY-502,Lexington-Fayette County CoC,2015,1258.0,1055.0,203.0,71.0,199.0,653.0,572.0,81.0,32.0,566.0,444.0,122.0,39.0,1219.0,1016.0,203.0,71.0,193.0,39.0,39.0,0.0,0.0,6.0
LA-500,Lafayette/Acadiana CoC,2015,493.0,327.0,166.0,58.0,66.0,182.0,121.0,61.0,23.0,191.0,88.0,103.0,34.0,373.0,209.0,164.0,57.0,31.0,120.0,118.0,2.0,1.0,35.0
LA-502,"Shreveport, Bossier/Northwest Louisiana CoC",2015,390.0,304.0,86.0,31.0,97.0,212.0,126.0,86.0,31.0,69.0,69.0,0.0,0.0,310.0,224.0,86.0,31.0,45.0,80.0,80.0,0.0,0.0,52.0
LA-503,New Orleans/Jefferson Parish CoC,2015,1703.0,1510.0,193.0,63.0,414.0,457.0,375.0,82.0,27.0,447.0,339.0,108.0,35.0,914.0,724.0,190.0,62.0,101.0,789.0,786.0,3.0,1.0,313.0
LA-505,Monroe/Northeast Louisiana CoC,2015,191.0,85.0,106.0,34.0,19.0,33.0,26.0,7.0,2.0,137.0,38.0,99.0,32.0,170.0,64.0,106.0,34.0,3.0,21.0,21.0,0.0,0.0,16.0
LA-506,Slidell/Southeast Louisiana CoC,2015,243.0,143.0,100.0,28.0,32.0,70.0,50.0,20.0,6.0,123.0,58.0,65.0,18.0,193.0,108.0,85.0,24.0,24.0,50.0,35.0,15.0,4.0,8.0
LA-507,Alexandria/Central Louisiana CoC,2015,154.0,122.0,32.0,9.0,17.0,50.0,48.0,2.0,1.0,80.0,50.0,30.0,8.0,130.0,98.0,32.0,9.0,8.0,24.0,24.0,0.0,0.0,9.0
LA-509,Louisiana Balance of State CoC,2015,907.0,726.0,181.0,62.0,90.0,302.0,183.0,119.0,40.0,498.0,443.0,55.0,19.0,800.0,626.0,174.0,59.0,43.0,107.0,100.0,7.0,3.0,47.0
MA-500,Boston CoC,2015,6492.0,2539.0,3953.0,1377.0,635.0,5325.0,1750.0,3575.0,1220.0,1006.0,628.0,378.0,157.0,6353.0,2400.0,3953.0,1377.0,600.0,139.0,139.0,0.0,0.0,35.0
MA-502,Lynn CoC,2015,445.0,160.0,285.0,79.0,10.0,382.0,106.0,276.0,76.0,46.0,37.0,9.0,3.0,428.0,143.0,285.0,79.0,4.0,17.0,17.0,0.0,0.0,6.0
MA-503,Cape Cod Islands CoC,2015,362.0,192.0,170.0,66.0,48.0,263.0,102.0,161.0,63.0,52.0,52.0,0.0,0.0,315.0,154.0,161.0,63.0,27.0,47.0,38.0,9.0,3.0,21.0
MA-504,Springfield/Hampden County CoC,2015,3002.0,374.0,2628.0,787.0,69.0,2798.0,251.0,2547.0,756.0,188.0,107.0,81.0,31.0,2992.0,364.0,2628.0,787.0,65.0,10.0,10.0,0.0,0.0,4.0
MA-505,New Bedford CoC,2015,677.0,317.0,360.0,118.0,54.0,308.0,51.0,257.0,71.0,278.0,175.0,103.0,47.0,586.0,226.0,360.0,118.0,11.0,91.0,91.0,0.0,0.0,43.0
MA-506,Worcester City & County CoC,2015,1682.0,518.0,1164.0,365.0,36.0,1216.0,279.0,937.0,288.0,378.0,155.0,223.0,75.0,1606.0,446.0,1160.0,363.0,15.0,76.0,72.0,4.0,2.0,21.0
MA-507,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",2015,781.0,414.0,367.0,122.0,78.0,495.0,157.0,338.0,109.0,267.0,238.0,29.0,13.0,762.0,395.0,367.0,122.0,66.0,19.0,19.0,0.0,0.0,12.0
MA-509,Cambridge CoC,2015,464.0,338.0,126.0,50.0,97.0,271.0,206.0,65.0,26.0,161.0,100.0,61.0,24.0,432.0,306.0,126.0,50.0,67.0,32.0,32.0,0.0,0.0,30.0
MA-511,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",2015,1803.0,390.0,1413.0,484.0,115.0,1729.0,346.0,1383.0,472.0,46.0,16.0,30.0,12.0,1775.0,362.0,1413.0,484.0,92.0,28.0,28.0,0.0,0.0,23.0
MA-515,Fall River CoC,2015,406.0,125.0,281.0,86.0,34.0,316.0,64.0,252.0,74.0,90.0,61.0,29.0,12.0,406.0,125.0,281.0,86.0,34.0,0.0,0.0,0.0,0.0,0.0
MA-516,Massachusetts Balance of State CoC,2015,5021.0,1011.0,4010.0,1369.0,235.0,4341.0,684.0,3657.0,1234.0,540.0,203.0,337.0,129.0,4887.0,893.0,3994.0,1363.0,189.0,134.0,118.0,16.0,6.0,46.0
MD-501,Baltimore CoC,2015,2796.0,2193.0,603.0,210.0,541.0,1055.0,907.0,148.0,49.0,1364.0,909.0,455.0,161.0,2459.0,1856.0,603.0,210.0,373.0,337.0,337.0,0.0,0.0,168.0
MD-503,Annapolis/Anne Arundel County CoC,2015,335.0,224.0,111.0,34.0,71.0,220.0,162.0,58.0,18.0,67.0,14.0,53.0,16.0,287.0,176.0,111.0,34.0,46.0,48.0,48.0,0.0,0.0,25.0
MD-504,Howard County CoC,2015,166.0,83.0,83.0,26.0,28.0,87.0,37.0,50.0,16.0,36.0,6.0,30.0,9.0,123.0,43.0,80.0,25.0,11.0,43.0,40.0,3.0,1.0,17.0
MD-505,Baltimore County CoC,2015,745.0,433.0,312.0,98.0,164.0,430.0,212.0,218.0,74.0,20.0,2.0,18.0,9.0,450.0,214.0,236.0,83.0,60.0,295.0,219.0,76.0,15.0,104.0
MD-506,Carroll County CoC,2015,140.0,72.0,68.0,18.0,25.0,82.0,44.0,38.0,11.0,25.0,0.0,25.0,6.0,129.0,66.0,63.0,17.0,21.0,11.0,6.0,5.0,1.0,4.0
MD-511,Mid-Shore Regional CoC,2015,158.0,105.0,53.0,17.0,22.0,90.0,67.0,23.0,7.0,33.0,9.0,24.0,8.0,123.0,76.0,47.0,15.0,12.0,35.0,29.0,6.0,2.0,10.0
MD-513,"Wicomico, Somerset, Worcester Counties CoC",2015,326.0,259.0,67.0,23.0,51.0,232.0,178.0,54.0,17.0,46.0,33.0,13.0,6.0,278.0,211.0,67.0,23.0,27.0,48.0,48.0,0.0,0.0,24.0
MD-514,Maryland Balance of State CoC,2015,1999.0,1148.0,851.0,272.0,551.0,853.0,519.0,334.0,98.0,423.0,183.0,240.0,78.0,1276.0,702.0,574.0,176.0,258.0,723.0,446.0,277.0,96.0,293.0
MD-600,Prince George's County CoC,2015,625.0,268.0,357.0,113.0,25.0,228.0,108.0,120.0,38.0,244.0,40.0,204.0,67.0,472.0,148.0,324.0,105.0,8.0,153.0,120.0,33.0,8.0,17.0
MD-601,Montgomery County CoC,2015,1100.0,598.0,502.0,159.0,156.0,676.0,338.0,338.0,110.0,285.0,121.0,164.0,49.0,997.0,495.0,502.0,159.0,107.0,103.0,103.0,0.0,0.0,49.0
ME-500,Maine Statewide CoC,2015,2372.0,1219.0,1153.0,358.0,193.0,1085.0,716.0,369.0,119.0,1215.0,441.0,774.0,236.0,2313.0,1170.0,1143.0,355.0,179.0,59.0,49.0,10.0,3.0,14.0
MI-500,Michigan Balance of State CoC,2015,1824.0,981.0,843.0,299.0,58.0,900.0,554.0,346.0,122.0,700.0,236.0,464.0,167.0,1600.0,790.0,810.0,289.0,37.0,224.0,191.0,33.0,10.0,21.0
MI-501,Detroit CoC,2015,2597.0,1964.0,633.0,209.0,213.0,1312.0,942.0,370.0,112.0,1112.0,849.0,263.0,97.0,2446.0,1813.0,633.0,209.0,133.0,151.0,151.0,0.0,0.0,80.0
MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",2015,333.0,151.0,182.0,55.0,7.0,128.0,50.0,78.0,23.0,183.0,79.0,104.0,32.0,322.0,140.0,182.0,55.0,6.0,11.0,11.0,0.0,0.0,1.0
MI-503,"St. Clair Shores, Warren/Macomb County CoC",2015,450.0,340.0,110.0,33.0,39.0,215.0,146.0,69.0,21.0,150.0,109.0,41.0,12.0,381.0,271.0,110.0,33.0,16.0,69.0,69.0,0.0,0.0,23.0
MI-504,"Pontiac, Royal Oak/Oakland County CoC",2015,485.0,315.0,170.0,58.0,48.0,246.0,204.0,42.0,14.0,143.0,15.0,128.0,44.0,389.0,219.0,170.0,58.0,45.0,96.0,96.0,0.0,0.0,3.0
MI-505,Flint/Genesee County CoC,2015,488.0,338.0,150.0,50.0,90.0,172.0,129.0,43.0,12.0,136.0,38.0,98.0,34.0,308.0,167.0,141.0,46.0,13.0,180.0,171.0,9.0,4.0,77.0
MI-506,"Grand Rapids, Wyoming/Kent County CoC",2015,912.0,473.0,439.0,136.0,50.0,408.0,321.0,87.0,27.0,478.0,126.0,352.0,109.0,886.0,447.0,439.0,136.0,43.0,26.0,26.0,0.0,0.0,7.0
MI-507,"Portage, Kalamazoo City & County CoC",2015,568.0,217.0,351.0,107.0,10.0,328.0,158.0,170.0,54.0,232.0,51.0,181.0,53.0,560.0,209.0,351.0,107.0,10.0,8.0,8.0,0.0,0.0,0.0
MI-508,"Lansing, East Lansing/Ingham County CoC",2015,418.0,293.0,125.0,37.0,75.0,306.0,194.0,112.0,33.0,59.0,46.0,13.0,4.0,365.0,240.0,125.0,37.0,51.0,53.0,53.0,0.0,0.0,24.0
MI-509,Washtenaw County CoC,2015,372.0,309.0,63.0,17.0,79.0,231.0,172.0,59.0,16.0,61.0,57.0,4.0,1.0,292.0,229.0,63.0,17.0,54.0,80.0,80.0,0.0,0.0,25.0
MI-510,Saginaw City & County CoC,2015,308.0,190.0,118.0,36.0,19.0,175.0,115.0,60.0,21.0,108.0,55.0,53.0,14.0,289.0,176.0,113.0,35.0,18.0,19.0,14.0,5.0,1.0,1.0
MI-511,Lenawee County CoC,2015,128.0,55.0,73.0,22.0,13.0,70.0,47.0,23.0,7.0,40.0,4.0,36.0,11.0,110.0,51.0,59.0,18.0,13.0,18.0,4.0,14.0,4.0,0.0
MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",2015,302.0,226.0,76.0,30.0,49.0,214.0,156.0,58.0,23.0,51.0,33.0,18.0,7.0,265.0,189.0,76.0,30.0,26.0,37.0,37.0,0.0,0.0,23.0
MI-514,Battle Creek/Calhoun County CoC,2015,285.0,189.0,96.0,26.0,43.0,156.0,96.0,60.0,16.0,70.0,46.0,24.0,7.0,226.0,142.0,84.0,23.0,26.0,59.0,47.0,12.0,3.0,17.0
MI-515,Monroe City & County CoC,2015,185.0,129.0,56.0,23.0,6.0,88.0,54.0,34.0,14.0,93.0,71.0,22.0,9.0,181.0,125.0,56.0,23.0,5.0,4.0,4.0,0.0,0.0,1.0
MI-516,"Norton Shores, Muskegon City & County CoC",2015,179.0,125.0,54.0,18.0,5.0,133.0,91.0,42.0,14.0,33.0,21.0,12.0,4.0,166.0,112.0,54.0,18.0,2.0,13.0,13.0,0.0,0.0,3.0
MI-517,Jackson City & County CoC,2015,159.0,56.0,103.0,34.0,6.0,71.0,38.0,33.0,12.0,81.0,14.0,67.0,21.0,152.0,52.0,100.0,33.0,5.0,7.0,4.0,3.0,1.0,1.0
MI-518,Livingston County CoC,2015,103.0,48.0,55.0,18.0,2.0,55.0,31.0,24.0,8.0,46.0,15.0,31.0,10.0,101.0,46.0,55.0,18.0,1.0,2.0,2.0,0.0,0.0,1.0
MI-519,Holland/Ottawa County CoC,2015,285.0,136.0,149.0,43.0,16.0,137.0,91.0,46.0,12.0,142.0,39.0,103.0,31.0,279.0,130.0,149.0,43.0,15.0,6.0,6.0,0.0,0.0,1.0
MI-523,Eaton County CoC,2015,135.0,11.0,124.0,34.0,2.0,48.0,4.0,44.0,12.0,78.0,1.0,77.0,21.0,126.0,5.0,121.0,33.0,0.0,9.0,6.0,3.0,1.0,2.0
MN-500,Minneapolis/Hennepin County CoC,2015,3215.0,1511.0,1704.0,473.0,601.0,1733.0,1017.0,716.0,224.0,1359.0,374.0,985.0,248.0,3092.0,1391.0,1701.0,472.0,536.0,123.0,120.0,3.0,1.0,65.0
MN-501,Saint Paul/Ramsey County CoC,2015,1398.0,738.0,660.0,226.0,216.0,758.0,462.0,296.0,96.0,556.0,218.0,338.0,117.0,1314.0,680.0,634.0,213.0,164.0,84.0,58.0,26.0,13.0,52.0
MN-502,Rochester/Southeast Minnesota CoC,2015,451.0,122.0,329.0,105.0,38.0,217.0,87.0,130.0,44.0,212.0,17.0,195.0,59.0,429.0,104.0,325.0,103.0,33.0,22.0,18.0,4.0,2.0,5.0
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties",2015,608.0,298.0,310.0,92.0,32.0,287.0,108.0,179.0,49.0,141.0,51.0,90.0,29.0,428.0,159.0,269.0,78.0,20.0,180.0,139.0,41.0,14.0,12.0
MN-504,Northeast Minnesota CoC,2015,68.0,32.0,36.0,11.0,11.0,9.0,7.0,2.0,1.0,36.0,14.0,22.0,6.0,45.0,21.0,24.0,7.0,0.0,23.0,11.0,12.0,4.0,11.0
MN-505,St. Cloud/Central Minnesota CoC,2015,696.0,380.0,316.0,105.0,4.0,297.0,160.0,137.0,46.0,194.0,99.0,95.0,35.0,491.0,259.0,232.0,81.0,1.0,205.0,121.0,84.0,24.0,3.0
MN-506,Northwest Minnesota CoC,2015,254.0,114.0,140.0,46.0,41.0,112.0,68.0,44.0,16.0,127.0,35.0,92.0,29.0,239.0,103.0,136.0,45.0,31.0,15.0,11.0,4.0,1.0,10.0
MN-508,Moorhead/West Central Minnesota CoC,2015,242.0,114.0,128.0,36.0,19.0,153.0,86.0,67.0,17.0,81.0,24.0,57.0,18.0,234.0,110.0,124.0,35.0,18.0,8.0,4.0,4.0,1.0,1.0
MN-509,Duluth/St.Louis County CoC,2015,490.0,283.0,207.0,69.0,157.0,136.0,89.0,47.0,15.0,187.0,52.0,135.0,44.0,323.0,141.0,182.0,59.0,28.0,167.0,142.0,25.0,10.0,129.0
MN-511,Southwest Minnesota CoC,2015,124.0,30.0,94.0,29.0,5.0,62.0,17.0,45.0,13.0,48.0,2.0,46.0,15.0,110.0,19.0,91.0,28.0,2.0,14.0,11.0,3.0,1.0,3.0
MO-500,St. Louis County CoC,2015,438.0,205.0,233.0,70.0,21.0,203.0,74.0,129.0,44.0,176.0,113.0,63.0,19.0,379.0,187.0,192.0,63.0,7.0,59.0,18.0,41.0,7.0,14.0
MO-501,St.Louis City CoC,2015,1312.0,558.0,754.0,205.0,102.0,554.0,293.0,261.0,91.0,622.0,144.0,478.0,111.0,1200.0,461.0,739.0,202.0,25.0,112.0,97.0,15.0,3.0,77.0
MO-503,"St. Charles City & County, Lincoln, Warren Counties CoC",2015,803.0,255.0,548.0,153.0,22.0,399.0,45.0,354.0,93.0,157.0,91.0,66.0,20.0,556.0,136.0,420.0,113.0,7.0,247.0,119.0,128.0,40.0,15.0
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",2015,584.0,339.0,245.0,77.0,144.0,313.0,135.0,178.0,50.0,96.0,29.0,67.0,27.0,409.0,164.0,245.0,77.0,29.0,175.0,175.0,0.0,0.0,115.0
